,,,"Final Project, Chat App (out of 121 replies, 130 students)",,,,,,,,,,,,,,,,,,,,,,
3/17/2026 23:36:26,2,3-4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,4-5,"When we were working with the SQL lab, we kept seeing errors when running a query through the app. The query returned something different than expected. In order to work with this, I carefully looked at the schema and understand how the app actually used the database. ","When the app expected a certain output and it did not get that, we had to debug queries  to match the output format. This was frustrating at times because even if the SQL logic was correct, the query could still fail. It was challenging connecting the front end and backend and handling their interactions. ","Before this project, I did not realize how important database design is before writing the queries. It is not just about writing SELECT statements, but it was also about foreign keys, primary keys, and how everything works together. ",No because there were many parts and it was too much work to have done individually. ,Clearer instructions would be super helpful. It would also be great if the labs/sections focused more on tool setup. It would also be cool if we can choose from a few options for projects. Otherwise the project is good. 
3/17/2026 23:39:18,1,2,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,3,"The tool helped me better understand sql and schema design by having many different drop down menus on the left hand side. This separated tables, constraints, and other schema design so they were easily accessible and I knew where to go.",I think the most frustrating part was the first few milestones where we didn't really work hand in hand with the messaging app. Most of this work was in pgadmin and just understanding how we would attack the project. It was much easier to understand what we were doing once we started to use the app and its backend tab.,The main thing I learned was just how much code and how much of an understanding of what is going on is needed in order to make a simple app work. Its a lot more than I originally thought but its cool to see how the code works together to access everything thats needed to funciton correctly.,No because there was a lot of work for each milestone. Having a group made it easier to divide each part and try different sql queries. Having a group made creating actual data easier.,I would say that everyone in the group should try to have the same understanding of what needs to be done from the coding perspective. This way different approaches can be trialed and then decided upon. This method would be the best for learning.
3/17/2026 23:43:03,0,2,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,"1-2 hours on average per milestone, some quicker than others. ","I was confused about why my JOIN query was returning too many rows. I realized I forgot the ON clause, which caused a cross product and every row paired with every row. Once I understood that, JOINs made a lot more sense to me. The ON clause tells the database which columns to match when combining two tables. Without it, the database doesn't know how the tables relate so it just pairs everything with everything.","The most frustrating part was not being able to rely on all group members equally. We had to redistribute work last minute because of an unresponsive teammate, which added unnecessary stress on top of an already demanding assignment. It's frustrating when your grade depends on someone who isn't putting in the same effort.","I didn't expect to learn how many design decisions go into mapping an app to a database. It seems straightforward at first, but figuring out the right entities, relationships, and cardinalities made me realize how much thought goes into structuring data before you even write a single query. ","Normally I enjoy collaborating and working with others, but for this specific project I wish I had done it alone. We had an inactive group member who stopped showing up to class and wouldn't respond to our emails, which forced the two of us to pick up on his slack. ","Pick your group members wisely. The project it's self is not hard and the class is enjoyable but not having a proper group will cause you to stress more than you need to. Start your ERD early and don't rush through it. The schema design is the foundation for everything else  if your tables and relationships are off, your queries will be a difficult to fix  later on.  Lastly, talk through your design with your group members before anyone starts writing codes. It's way easier to fix a bad design on paper than after you've already built everything around it. "
3/18/2026 0:07:55,1,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,2,"The most frustrating part was using W3Schools and constantly going back to slides, rewatching lectures, or asking my TA and classmates, especially when the TA had to explain the same thing again multiple times during lab sessions.","The most frustrating part is when we learn something in the same week that I didn’t fully grasp yet or get to work with, such as in homework, and then we learn something new that requires understanding of the previous topic.","I learned how apps work in a real way, how everything is stored, how it’s stored, and why there are constraints on the things I input into certain apps.","No, because I like the learning process with others, it makes it really stick and solidifies my understanding.","Start working on it as soon as you learn the concept so it doesn’t leave your brain. The sooner you begin, the better you’ll do and the more time you’ll have to refine and perfect your project overall."
3/18/2026 0:14:40,0,6,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,3,"A moment that helped me understand schema design was during the planning of the database and creation of the tables. In our ERD we had to think about how the tables interacted with each other and create the necessary constraints so the database functions correctly. Additionally, I really liked seeing how the backend connected to the messaging app and how the SQL queries performed their functions. ",The most frustrating part of the project was in milestone 5 where we had to write some subqueries that required a great deal of thinking. This was the only part that took more time than other parts of the project. ,"Something that I learned through this project that I didn't expect to was how we only needed to use certain constraints to control the entire database. We didn't need to excessively use ""ON DELETE CASCADE""s for tables that I thought I would have. I think we only used it in one table. ",No. I really enjoyed working with my team and solving problems together. ,"Choose good team members and you will have a great time. The best resource is going to be your TAs and Professor if you get stuck in certain areas or design choices. Going to all lectures provides students with all the concepts and tools needed to be successful so I highly recommend attending. Ultimately, as a student, I recommend future students to come into this project with a curious mind becau"
3/18/2026 0:17:42,0,6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6,"Writing the queries in the backend lab made me understand how we can actually make our schema work. Before that, the schema design felt abstract. I knew concepts like entities, relationships, and normalization, but don't know how we can make it function as a chat. Using queries like INSERT and UPDATE in the backend lab made me understand how we can use the tables. ","The most frustrating part was writing the ninth query in the SQL backend lab, ""display messages for a channel"", it's hard to figure out how to show the latest 50 messages. ","Something I learned through this project that I didn't expect to was the identification of PK, I used to want every user to have an user id as PK since that what I used to see in reality, but I realized that as long as the user name is unique not null, we don't need additional PK. ","No. Group work reduces the individual work load, and allows us to discuss, which is very helpful in my learning process. ","If I had to send them a message about how to better engage with the project, I would want them to think carefully about milestone 1 and how they want their schema to be like. As we work on the project, we often look back to see what we did in milestone 1, so I think designing a good schema and having a good start in milestone 1 is very helpful. "
3/18/2026 0:42:53,0,2,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,~2-4 hrs per milestone,"In milestone 5 when I put a query in pgAdmin to show me every user that was registered, it showed that some of the passwords were hashed and some weren't, and that helped me realize that the non-hashed username/password combos would not work to log in because I had made them in SQL itself. The username/password combos had to be made in the chat app itself so that the password could be hashed and log me in successfully. ",The most frustrating part was when certain tests didn't pass in the SQL backend lab and we had to debug and figure out why. ,"Something that I learned through this project that I didn't expect to at first was an in depth look at frontend and backend development within an app. I think the chat app was simple enough to where I was able to learn important debugging and backend ideas, but also complicated enough to where it challenged me to try new ideas when tests didn't pass or things failed. In a way it could mimic a real job where you're assigned to a certain aspect of development. ",I would have preferred to do the project individually because I think it would be better suited for individual work as you can tailor it to what you want. But the project would definitely have to be condensed a little or spread out over more time because it would be a lot more work for just one person to do it on their own. ,I would tell them to treat the project like it's a real world simulation rather than just a class project. It definitely makes you more interested and passionate about it and makes you want to test new things. I would also tell them to be very communicative with their group from the very beginning because open communication is how everyone can be satisfied and do equal work for the project. 
3/18/2026 0:49:14,0,1,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,5-7 hours,"When using pgAdmin, it helped me understand SQL and schema design. For example, I created a view that shows the most recent messages in the chat system. When I first wrote the query, I wasn’t completely sure how ORDER BY and LIMIT would affect the final result. By running the query multiple times and adjusting small parts of the SQL, I could immediately see how the output changed. Seeing the data arranged differently helped me understand why the order of operations in SQL matters and how views can simplify more complex queries. ","The most frustrating part for me was when my SQL queries returned errors even though I thought the syntax looked correct. For example, there were times when I tried to run a query that used a parameter like $1, but pgAdmin showed an error saying that the parameter did not exist. At first I was confused because I had seen similar queries in examples, so I assumed it should work the same way. It took me some time to realize that placeholders like $1 are meant to be used in application code or prepared statements, not when directly running queries in the pgAdmin query tool.","One thing I learned through this project that I didn’t expect to think about so much was data privacy. While working on the database schema and writing SQL queries, I realized that databases are not just about storing and retrieving information efficiently. They also involve responsibility for how user data is handled and protected. In our project, we created tables that store user-related information such as usernames, messages, and timestamps. Even though this was just a practice project, it made me think about how real platforms store much more sensitive information and how important it is to design systems carefully.","No, I would not prefer to do this project individually. I really enjoy the process of working and communicating with others. When we work on a project together, I can share my own ideas and perspectives with my teammates, and at the same time I can learn from their thoughts and approaches as well. Sometimes other people notice things that I didn’t think about before, which helps me see the problem from a different angle.
Working in a group also makes the project more engaging. Instead of solving every problem alone, we can discuss our ideas, compare different solutions, and help each other when someone gets stuck. Through these conversations, I feel that I not only improve my understanding of the project itself, but also develop better teamwork and communication skills.","If I could give a message to future INFO 330 students, I would want them to know not to be afraid of trouble or feel impatient during the project. It is really important to think carefully about each step while working, because if something is not set up correctly in the beginning, it can easily cause errors or inaccurate data later on. Sometimes it may feel slow or repetitive to double-check your schema, queries, or small details, but those careful steps can save a lot of confusion in the future."
3/18/2026 1:07:11,1 very basic concept class,"I took 1 class, CSE 121",Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,8hrs,"Using the tool to work on SQL and schema design really helped me understand how everything connects in a database. One moment that stood out was when I was creating tables and testing queries for a messaging system. Being able to run my SQL code and instantly see the results made a big difference. Instead of guessing whether my schema design was correct, I could immediately verify if the relationships between tables, like users, channels, and messages, were working as expected.
For example, when I created foreign keys to link tables together, I could quickly test joins and see if the data returned matched what I intended. If something was wrong, like missing data or incorrect relationships, I could go back, fix the schema, and rerun the query right away. This immediate feedback helped me understand not just how to write SQL, but why certain design choices matter.
Overall, the tool made the learning process more interactive and less frustrating. It helped me connect theory to practice by allowing me to experiment, make mistakes, and correct them in real time. This made me more confident in both SQL and schema design.","The most frustrating part was that the column names and table names kept being different or inconsistent. Sometimes I would write a query using what I thought was the correct column name, but it would not work because the actual name in the schema was slightly different. Even small differences like capitalization, underscores, or plural vs. singular names would cause errors, which made it hard to debug.
This was frustrating because the logic of my SQL query was often correct, but it would still fail due to naming mismatches. It took extra time to go back and check each table definition to make sure I was using the exact column names. Sometimes I also confused similar column names across different tables, which made joins more difficult than they needed to be.
However, this challenge helped me realize how important consistency is in schema design. Clear and standardized naming conventions make queries easier to write and understand. It also taught me to carefully read error messages and double-check the schema before assuming my query logic was wrong. In the end, even though it was frustrating, it improved my attention to detail and made me more precise when working with SQL.","One thing I didn’t expect to learn from this project was how much actual work goes into writing and refining SQL queries. At first, I thought queries would be straightforward—just selecting data from tables—but I quickly realized that even simple queries can take a lot of effort. You have to think carefully about how tables are connected, which joins to use, and how to filter or organize the data correctly.

I also learned that a lot of time is spent debugging and adjusting queries rather than writing them perfectly the first time. Small mistakes, like using the wrong column, forgetting a condition, or misunderstanding relationships between tables, can completely change the result. Because of this, I had to constantly test, revise, and improve my queries.

Another unexpected takeaway was how important planning is before writing the query. Understanding the schema and relationships ahead of time makes the process much smoother. Overall, this project showed me that SQL is not just about writing commands, but about problem-solving, attention to detail, and iteration.
","No, I would not have preferred to do this project individually. Working in a group was actually more helpful because teammates were able to catch mistakes that I might have missed. SQL can be very detail-oriented, so having multiple people look at the same query made it easier to find errors like incorrect column names, joins, or logic issues.

Also, my teammates often had different ideas or approaches to solving a problem, which helped me learn new ways to write queries or design the schema. Sometimes I would get stuck, and someone else could explain it in a way that made more sense. This made the overall process faster and less frustrating.

Overall, working in a group improved the quality of the project and helped me understand the material better than if I had worked alone.
","If I could give advice to future INFO 330 students working on this project, I would definitely say to start early and not wait until the last minute. This project takes more time than it looks at first, especially with writing queries, debugging errors, and making sure everything works correctly. Starting early gives you time to actually understand what you’re doing instead of rushing through it.

I would also strongly recommend trying to meet in person with your group if possible. Working together face-to-face makes it much easier to communicate ideas, catch mistakes quickly, and help each other when someone gets stuck. It’s a lot more efficient than going back and forth over messages.

Overall, staying organized, communicating often, and giving yourself enough time will make the project much less stressful and a lot more useful for actually learning SQL and schema design.
"
3/18/2026 1:10:37,5,"cse 121 - cse 123 cse 160 - cse 163 info 340, info 330",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,4,"This tool helped me understand SQL and schema design in a much more step-by-step way. Before using it, I often felt confused when looking at database structures, table relationships, and query logic all at once. The tool made the learning process more manageable by breaking complicated concepts into smaller parts, such as understanding tables first, then primary keys and foreign keys, and finally how different queries work together. It also helped me connect the schema design to actual SQL statements, so I could see not only what the structure looks like, but also how it is used in practice. Because of that, I was able to build my understanding gradually instead of feeling lost at the beginning.","The most frustrating part of this project was the teamwork process. Since the project was open to many students online, the teammates were assigned more randomly, so not everyone had the same working style, schedule, or level of preparation. Sometimes communication was not smooth, and it was hard to make sure everyone understood the task in the same way. In addition, because SQL and schema design require careful attention to detail, even a small misunderstanding could lead to extra work for the whole group. That made the collaboration more stressful than I expected. I think the main reason it felt frustrating was not only the technical difficulty, but also the challenge of coordinating people, dividing work fairly, and making sure the final project stayed consistent.","In this project, I learned some unexpected things about both collaboration and SQL itself. On the teamwork side, I realized that cooperative work is not just about splitting tasks, but also about making sure everyone has a shared understanding of the project goals, design choices, and workflow. On the technical side, I learned several new SQL lines and query patterns that I had not used before. I also learned that schema design is more important than I first thought, because a clear structure makes later SQL writing much easier. Another unexpected lesson was that debugging database work often requires logical thinking and patience, not just memorizing syntax. Overall, the project taught me more than just coding skills; it also taught me how planning and communication affect technical results.",yes! i can control every parts of the project to manage more felxible time,"If I could send a message to future INFO 330 students, I would tell them to prepare some basic SQL knowledge before the class or before the project starts. Even learning simple things in advance, such as SELECT, JOIN, GROUP BY, primary keys, and foreign keys, can make the whole project much less overwhelming. I would also recommend that they spend time understanding schema design early, because having a strong database structure will make the later queries much easier to write. Another important suggestion is to communicate clearly with teammates from the beginning, including how to divide tasks, how often to check in, and how to keep the project organized. This project is not only about technical skills, but also about planning and teamwork, so students should take both parts seriously. If they come in with some preparation and stay active in communication, they will probably have a much smoother experience."
3/18/2026 1:31:06,0,1,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,6,I really got it when I ran the populatedb tool and saw over 5500 messages flow into the schema I built. It was incredibly satisfying to see that my initial design handled the massive scale-up perfectly without needing any structural changes. It made the concept of scalability feel real rather than just a textbook term.,The most frustrating part was the debugging process after the bulk import. Going from a few dozen test messages to over 5500 rows made it a lot harder to verify if the complex queries.,I didn't expect to actually enjoy the data analysis part. Using queries to uncover user patterns and identify active channels felt more like solving a puzzle than just doing a coding exercise which was surprisingly interesting.,"Yes. My teammate did not response fast, so it was hard to work along. It would have been more efficient to work solo. It would have saved me the stress of coordinating with inactive teammates.","I’d tell them to get comfortable with window functions like LAG and ROW_NUMBER as early as possible. They are essential for turning raw data into meaningful insights. Also, double-check your joins when the data scales up, because small mistakes can really mess up your results."
3/18/2026 1:48:34,2,3,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"For each milestone, I spent about 4-6 hours per week ","When me and my team was working on the Milestone 4, we initially thought that we have to sign up, create a new username and password to be able to login and complete all the required queries. However, we found out when we complete the sign up queries in SQL backend lab then we were able to sign up, and so on. From that, I learned about building everything in the backend lab first so that the front end will perform effectively. ",I would say when we got feedback from the past Milestone and have to modify it to get rid of all the mistakes. It took us more than one resubmission to find out what do we need to modify to get the correct schema and make the app work.,I did not expect that the database design could affect the whole app and user experience before starting this project. I learned that the database is not just about storing data correctly but creating precise schema for the best performance. ,"No. In my opinion, this project consists of several steps and elements, if working individually, it would cost me a lot of time to complete the project while catching up with the homework,","I would say working on it and learning about it at the same time. To explain, there are some parts of this project require outside research and asking professor/TA for help. Then I think it is necessary for them to be more active in learning about new things during the process."
3/18/2026 1:59:59,0,3,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,5,"Obviously, there's probably so much going on to make the chat app work with more backend code, but it was really nice that all we had to focus on was just the SQL we learned in class to make it work. It also made me realize how important it is to focus on schema design. Otherwise, the code wouldn't work. ",The set up was confusing since we weren't sure exactly what to do — setting up pgadmin especially via zoom was just difficult.,"Database design, and focusing so much on that aspect. It's also the part that is hard to be automated because it requires human discernment and critical thinking. There can be multiple ways to do something, but the reasoning behind why one might be better than the other was interesting to learn. ","No. I liked doing it as a group project, it made the workload a lot easier. Even if I had to do it individually, I don't think it would have been too hard anyways. The milestones are less involved than the homeworks. ","This class was so difficult online. No one talked in sections or during breakout rooms. I think it should be in-person. Project-wise, I think it was very fun and not too hard. Honestly, the homeworks took way more time than any of the milestones. "
3/18/2026 2:01:30,"I took IB Computer science higher level during the high school, which covered a wide variety of concepts, including algorithms, data structures, database, etc. ","CSE122, CSE163",Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,"3-6 hours for each of them, depending on the length and difficulty. ","The combination of pgAdmin and SQL chat site allowed me to take a glimpse at how back-end and front-end work in a real-life program. Base on these tools, I was allowed to practice writing SQL to apply to real-life context. ","First, we need to think a lot more than expected to design the schema for the database. Second, this experience also practiced our group working and collaborating skill. ","First, this project gave me a hand on experience of designing schema and databases, I got an real idea about how much we need to think and take care for those.
Second, this project allowed me to realize how crucial the communication and coordination between the teammates are. One single miss on these may lead to many problems.","Yes. I think I still need to practice group collaboration skills, but I do think I work better on my own pace. ","Start earlier, set up things earlier, write the queries and design the schema thoughtfully. Work with members, communicate and manage tasks well with members, take the strength of each member to work the project out.  "
3/18/2026 2:13:33,None,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,5 hours,"It was hard to understand the relationships between tables when they were only in text. However, the visual description and erd diagram allowed us to understand the data flow and how it was implemented in real queries.","I remember the most challenging issue was dealing with constant errors during the login process. It's the first step of the chat app. I couldn't move on to the next stage so I was very frustrated. I tried and tried again until I finally got the green light. It turned out that I had made a very small mistake. It was frustrating, but it was a chance for me to see how important the basic details are for the whole system.",I realized again the impact of constant communication with my team members and real-time updates. I've been involved in many projects and this team was the most active in discussing. I experienced a big increase in work efficiency. I learned that being open about your progress is key to determining the completeness of the project.,"No 
This project is quite wide and complex for individuals. I think collaboration is an essential for this project. ","Make sure your deliverable is correct before submitting it. It's important to regularly check your project guidelines or feedback for updates. If you avoid small mistakes and make sure you meet the latest requirements, you'll have a much better chance of a successful project."
3/18/2026 2:18:22,0,5,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,5,"One moment was when I used the tool to visualize joins between tables. It helped me understand how chat_inbox connects to users and channels, and made writing queries way easier and more clear for me. ","The most frustrating part was getting errors, and then working on them I assumed it was fixed and then for me to then get another error",I learned time management and communication skills. The true importance behind both and how they play into the completing of an assignment How those skills are the foundation of what it means to be a successful team. ,"No, there were parts of the assignment I struggled with my approach of completing a task. By having teammates with different understanding and interpretations it allowed me to grow in my understand and application work. ","In order to better engage, complete the work before the day of the deadline, that way you have time to play around and understand what it is you are doing. When you are rushing you kind of lose the understanding aspect since your goal is just to complete. "
3/18/2026 2:30:56,6,5,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,6,"When we had to create the ERD, it was really helpful to reference the schema design because it gave us a clear structure to follow. Looking at the schema made it easier to understand what entities we needed, how they connected to each other, and which attributes belonged in each table. It also helped us make sure the relationships in the ERD matched the actual database design, instead of just guessing. Overall, using the schema design as a guide made the ERD process more organized, accurate, and easier to complete.","The ERD was the most rewarding concept for me to learn, but it was also the most challenging. At first, it was difficult to fully understand how entities, relationships, and keys all connected, especially when trying to translate ideas into a structured diagram. However, once it started to click, I found it really valuable because it helped me visualize how a database is organized and how everything works together. Even though it was hard, it ended up being one of the most useful skills I learned.","One thing I learned through this project that I didn’t expect was how important it is to eliminate redundancy in a database. At first, I didn’t realize how much duplicate data could cause issues, but I learned that redundancy can lead to inconsistencies, errors, and unnecessary storage. By normalizing the data and organizing it into separate tables, we were able to reduce repetition and make the database more efficient and reliable. This also made it easier to update information without affecting multiple places. Overall, learning how to eliminate redundancy helped me better understand why thoughtful database design is so important.","Yes, I would have preferred to do this project individually. While I understand the value of group work, my experience was challenging because my teammate was often not present in class and did not actively collaborate. Much of the responsibility, especially writing the queries, fell on me. I also asked for help with reviewing and fact-checking the work, but that support was limited. As a result, the project felt more like an individual effort, and I think I would have been more efficient and less stressed working independently.","One suggestion I would give to future INFO 330 sections is to create a classroom environment that better supports collaboration. The current setup, with individual chairs, makes it harder for students to naturally work together and communicate during group activities. Having a more collaborative seating arrangement, like tables or grouped seating, would make it easier to engage with teammates, share ideas, and stay involved throughout the project. I think small changes to the physical space could make a big difference in how effectively students collaborate and learn from each other."
3/18/2026 2:32:05,"Before college, I had taken about two coding-focused classes: one on H5 development (mainly JavaScript and HTML5 Canvas) and one on Python.","Before INFO 330, I had taken a lot of coding-focused classes in college, such as UW CSE 122, 123, 154, 163, 331, 373, 414, 416, and INFO 360.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,4,"One moment that helped was when I used the tool to test queries and compare the results with what we expected in the app. That made it easier to understand how different tables were connected and why schema design matters. Before that, I mostly thought about SQL as just writing commands, but this project helped me see how the structure of the database affects everything else.","Debugging, probably. Sometimes the SQL looked fine, but something was still wrong. A lot of small issues, so kind of time-consuming.",How important database design is from the beginning. I did not expect small choices in the schema to affect so many later parts.,No. Working in a group was better overall. Easier to share ideas and catch mistakes.,"Start early, test often, and do not wait until the end to figure everything out. I think the project makes more sense when you focus on how the app and the database connect, not just on finishing each requirement. Also, it is normal to feel confused at first, so asking questions and checking small details really helps."
3/18/2026 2:52:48,1,4,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,3,"The AI feedback was helpful in that I knew exactly where my mistake was, and thus made it easier to fix it. We didn't make any mistakes in our schema design except for having inconsistencies when we resubmitted and edited our past schema designs and forgot to update them. ",The most frustrating part was the grading. I think it wasn't very consistent and many of the features that everyone got incorrect were due to a lack of communication or the guidelines of the milestone being ambiguous. So I would perhaps just make grading slightly more flexible. ,I learned how to make changes to checks that I implemented when I first initialized a table. I previously thought the only way to make changes was to delete the entire table and then replace it with a correct version with correct rules but you can edit rules. ,"Yes, I think it would have made it easier to keep myself on schedule than have multiple people meet with each other several times a week and coordinate a group project for so many weeks out of the quarter. I would have preferred it if we had group projects for maybe 2-3 of the milestones instead of all of them. ","Go to office hours and reach out often to the TAs and professors if you have any hiccups in your Milestones. Don't spend too much time debugging or trying to fix something, it shouldn't be that difficult to do. Most of the work in this class is more time consuming that technically difficult. "
3/18/2026 2:54:33,Two,Four,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,4 hours,"One moment the tool helped me understand SQL and schema design was when I used joins and window functions like ROW_NUMBER() to analyze message activity. It showed me how important relationships and keys are, and writing queries to match the design of our schema.","The most frustrating part was debugging SQL queries when they didn't return the expected output. Sometimes this was very tedious especially when learning new concepts involving joins and grouping. It forced me to try a lot of trial and error, and to fully understand how the query worked.","One thing which I didn't expect to learn was how important data quality and structure are. I assumed writing SQL queries would be the most difficult part, but I realized that if the schema or data wasn't designed well, even good queries wouldn't produce useful results. ","No, I am glad we got to work in groups as I enjoy working collaboratively on projects. I helped simulate an actual workplace setting where you are working on projects with a team and divide tasks like schema design, writing queries, and SQL analysis which made the project more manageable. It also allowed me to get different perspectives when debugging or making design decisions.  ",I would tell students to stay consistent and not fall behind since each part of the project builds on itself. It is also important to actually have a strong understanding of your schema early on and helps with writing SQL and debugging queries down the road. I also recommend that dividing the work is important unless everyone fully understands the schema. 
3/18/2026 3:23:10,none,6,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,5-7,"One moment that stood out was when I used EXPLAIN to analyze a query I'd written with a subquery versus a JOIN. I expected the subquery to be slower, but seeing the actual query plan showed me they compiled to nearly the same execution, which made the concept of the query planner ""optimizing under the hood"" actually click instead of just being something I'd read about.","Honestly, the most frustrating part was when my INSERT statements kept failing because the column names in the actual schema didn't match what I assumed they'd be. I'd write out a whole seed script, run it, and get a cryptic error, but sometimes I just had the wrong column name. After that, I got into the habit of checking information_schema.columns first, which saved a lot of headaches, but it was annoying to learn that the hard way.
","Something I didn't expect to learn was how much schema design decisions early on affect everything downstream. Like, we made some choices about how to structure our tables at the start that seemed fine, and then later when we had to write more complex queries or add new columns with ALTER TABLE, we kept running into situations where a slightly different design would've made things way cleaner. It made the whole ""think before you build"" advice actually make sense instead of just sounding like something a professor says.","I preferred doing this project as a group. Working with teammates meant we could talk through design decisions together, and I definitely picked up approaches I wouldn't have thought of on my own. It also just made the whole thing more manageable; splitting up the work and checking each other's queries caught mistakes faster than working solo would have. Beyond the SQL queries, it was good practice for communicating technical ideas clearly, which feels like a skill that'll matter a lot after school.
","I would let them know to take your schema design seriously from the start. The choices you make early follow you through every milestone. And always check your actual DDL before writing queries; don't assume column names. Most importantly, use your teammates. Splitting work and reviewing each other's stuff will save you more time than you'd expect."
